BEGIN,EntityId=418553,Frequency=adhoc
EntityId=418553,ReportTypeName=SubmissionDetails,Frequency=adhoc,FromDate=2025-03-03,ToDate=2025-03-04,GenerationDate=2025-03-13,GenerationTime=20:20:44
Activity Date,Entity Type Code,Entity Identifier,Merchant Order Number,Payment Method Code,Presentment Currency Code,Settlement Currency Code,Foreign Exchange Rate,Fund Transfer Instruction Number,Transaction Amount in Presentment Currency,Transaction Amount in Settlement Currency,Settled Deposit Amount,Interchange & Assessment Fees,Back Up Withholding Adjustments,Chargeback Adjustments,Discount Fees,ECP Return Adjustments,Other Adjustments,Processing Fees,Reserve Adjustments,Others,Net Financial Activity
3/3/2025,TD,418554,ZW4BkYzG7MBvIB0h60mr8r,VI,USD,USD,1,4383826,100,100,100,-37.58233333,0,0,0,0,0,-0.104,0,0,62.31366667
3/3/2025,TD,418554,Kt8nCoEARGXcYG4Mv0DuiQ,VI,USD,USD,1,4383826,155,155,155,-3.27142857,0,0,0,0,0,-0.10428571,0,0,151.6242857
3/3/2025,TD,418554,No5uYUFscZKQpQieOQ1uJ1,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,eDfXTRTyQnXnnnRGf9KXrw,VI,USD,USD,1,4383826,0,0,0,-0.0572,0,0,0,0,0,-0.1196,0,0,-0.1768
3/3/2025,TD,418554,vC30YVaPTX28DkKMf4hTag,VI,USD,USD,1,4383826,5,5,5,-2.67376471,0,0,0,0,0,-0.19861765,0,0,2.12761764
3/4/2025,TD,418554,5GCGznKjpCjt8h9SUqhUhA,VI,USD,USD,1,4383826,100,100,100,-3.625,0,0,0,0,0,-0.105,0,0,96.27
3/3/2025,TD,418554,hVSxUrq4SUekbY69jLT1Bw,VI,USD,USD,1,4383826,115,115,115,-52.42053571,0,0,0,0,0,-0.10386904,0,0,62.47559525
3/4/2025,TD,418554,OyGDOGUNkg3cxaQUa1Mgy5,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,lzPaLf5HSdOk6FfFTdA5nQ,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,4rkzqkrUROCSmGxZnew2zA,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,YNc9L9tvRdGlI4ElF2i7MQ,VI,USD,USD,1,4383826,130,130,130,-3.28587301,0,0,0,0,0,-0.10428571,0,0,126.6098413
3/3/2025,TD,418554,1001281427,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26455882,0,0,0,0,0,-0.10316176,0,0,0.69227942
3/3/2025,TD,418554,1004526523,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,D4xPyHreNW4TZbL35zis37,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,Vjggeep2TQ61K9ql2nTxJg,VI,USD,USD,1,4383826,5,5,5,-3.36924812,0,0,0,0,0,-0.10373434,0,0,1.52701754
3/3/2025,TD,418554,xXU5OIhORXm52gzbKW9GDw,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,YxDrXtrgQuGEi8KG5oCG1A,VI,USD,USD,1,4383826,155,155,155,-52.42053571,0,0,0,0,0,-0.10386904,0,0,102.4755953
3/3/2025,TD,418554,rijCwmwVYbKC1ILYaD9qKX,VI,USD,USD,1,4383826,100,100,100,-2.94642857,0,0,0,0,0,-0.04428571,0,0,97.00928572
3/3/2025,TD,418554,V7udfIzBTS6tm3QkVcK4LA,VI,USD,USD,1,4383826,130,130,130,-30.55451429,0,0,0,0,0,-0.1042,0,0,99.34128571
3/3/2025,TD,418554,HYFZOMEOGabzHWEI1T92q5,VI,USD,USD,1,4383826,0,0,0,-0.04333334,0,0,0,0,0,-0.06,0,0,-0.10333334
3/3/2025,TD,418554,qAs20ufXRumUZoCqQBoWyg,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,H5vnSm3puuqZCVV3faHaiX,VI,USD,USD,1,4383826,100,100,100,-2.94642857,0,0,0,0,0,-0.04428571,0,0,97.00928572
3/3/2025,TD,418554,1mYXr3SzSXy9aUzoYrhTlw,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,x4fY6a5oQO6KGBoulqgAMw,VI,USD,USD,1,4383826,0,0,0,-0.06857144,0,0,0,0,0,-0.09,0,0,-0.15857144
3/3/2025,TD,418554,1004187953,VI,USD,USD,1,4383826,1940,1940,1940,-17.70943182,0,0,0,0,0,-0.10412878,0,0,1922.186439
3/3/2025,TD,418554,xgRUYmzMTNSrYXxc5uhfcw,VI,USD,USD,1,4383826,0,0,0,-0.06857144,0,0,0,0,0,-0.09,0,0,-0.15857144
3/3/2025,TD,418554,ois9VzLj64cpWO8ZLY4KkN,VI,USD,USD,1,4383826,100,100,100,-3.36906178,0,0,0,0,0,-0.10377575,0,0,96.52716247
3/3/2025,TD,418554,AxkOLghy9nicMKm2etiU6V,VI,USD,USD,1,4383826,100,100,100,-28.32603174,0,0,0,0,0,-0.10359788,0,0,71.57037038
3/3/2025,TD,418554,8LGRulpFQsizPEnMJFB50Q,VI,USD,USD,1,4383826,100,100,100,-2.94642857,0,0,0,0,0,-0.04428571,0,0,97.00928572
3/3/2025,TD,418554,8m70so7US3XzUX9l9xSlSQ,VI,USD,USD,1,4383826,0,0,0,-0.05714285,0,0,0,0,0,-0.11928571,0,0,-0.17642856
3/3/2025,TD,418554,Fgmd410WSzao43sEVwt1fQ,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/4/2025,TD,418554,BfoxvY2czhvsZXMZTuDLG1,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,nTvfIDJBTw23qqL1EcK86A,VI,USD,USD,1,4383826,15,15,15,-0.81702128,0,0,0,0,0,-0.09957447,0,0,14.08340425
3/3/2025,TD,418554,gr07nvw61LOojXaFc9bzHz,VI,USD,USD,1,4383826,100,100,100,-2.90199134,0,0,0,0,0,-0.10376623,0,0,96.99424243
3/3/2025,TD,418554,g6XcducJTiu3UnyfeOLkAw,VI,USD,USD,1,4383826,10,10,10,-2.901805,0,0,0,0,0,-0.10380764,0,0,6.99438736
3/3/2025,TD,418554,1008273299,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.2650774,0,0,0,0,0,-0.10359133,0,0,0.69133127
3/3/2025,TD,418554,FZwki4acRdqC2FxGlVdVkg,VI,USD,USD,1,4383826,0,0,0,-0.682,0,0,0,0,0,-0.06,0,0,-0.742
3/3/2025,TD,418554,NpKrS53kQYCz06T3PxwmUw,VI,USD,USD,1,4383826,155,155,155,-40.85039683,0,0,0,0,0,-0.10444444,0,0,114.0451587
3/3/2025,TD,418554,VstpxJffQOu0f6UBTSDbEA,VI,USD,USD,1,4383826,15,15,15,-0.81714285,0,0,0,0,0,-0.09928571,0,0,14.08357144
3/3/2025,TD,418554,VE0diOFSQuCGvtw4FZFXaw,VI,USD,USD,1,4383826,0,0,0,-0.07555556,0,0,0,0,0,-0.06,0,0,-0.13555556
3/3/2025,TD,418554,SLu0AmH6Rh6LCyQLsC8eQA,VI,USD,USD,1,4383826,10,10,10,-2.75890757,0,0,0,0,0,-0.10364146,0,0,7.13745097
3/3/2025,TD,418554,Yz2KC97KmNJmx70TO60W66,VI,USD,USD,1,4383826,0,0,0,-0.14,0,0,0,0,0,-0.2,0,0,-0.34
3/3/2025,TD,418554,OEtfjiS1ROqLgdfhXjVoaw,VI,USD,USD,1,4383826,5,5,5,-0.60354166,0,0,0,0,0,-0.10270833,0,0,4.29375001
3/3/2025,TD,418554,RHxk4hPERu6crAfgYuZq9A,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,1006353472,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.4,0,0,0,0,0,-0.1,0,0,0.56
3/3/2025,TD,418554,1000851840,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.266875,0,0,0,0,0,-0.104375,0,0,0.68875
3/3/2025,TD,418554,1000771919,VI,USD,USD,1,4383826,0,0,0,-0.055,0,0,0,0,0,-0.06,0,0,-0.115
3/3/2025,TD,418554,NQcOImuwRd2Qk1Uk1ADYnA,VI,USD,USD,1,4383826,21000.2,21000.2,21000.2,-55.21467949,0,0,0,0,0,-0.10301282,0,0,20944.88231
3/3/2025,TD,418554,y9hZPn0V82pO43BZe7LirA,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10372381,0,0,69.36033333
3/3/2025,TD,418554,rfmlqG5ZTwWBoEOSpiUY6w,VI,USD,USD,1,4383826,0,0,0,-0.058,0,0,0,0,0,-0.12,0,0,-0.178
3/3/2025,TD,418554,jMB35MByd0HHjyg0TWeSyv,VI,USD,USD,1,4383826,100,100,100,-2.901805,0,0,0,0,0,-0.10380764,0,0,96.99438736
3/3/2025,TD,418554,j4hv9PSsQMGiZN7Pb9EVZQ,VI,USD,USD,1,4383826,10,10,10,-3.26844985,0,0,0,0,0,-0.10386018,0,0,6.62768997
3/3/2025,TD,418554,1001960569,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26525658,0,0,0,0,0,-0.10369212,0,0,0.6910513
3/3/2025,TD,418554,tBnRRdYOZ8gUzb0qVTUUuk,VI,USD,USD,1,4383826,100,100,100,-30.53575652,0,0,0,0,0,-0.10376522,0,0,69.36047826
3/3/2025,TD,418554,1006526237,VI,USD,USD,1,4383826,1940,1940,1940,-25.92483334,0,0,0,0,0,-0.10316667,0,0,1913.972
3/3/2025,TD,418554,kvWHVIaAIymkSnaI2g0M45,VI,USD,USD,1,4383826,0,0,0,-0.0688889,0,0,0,0,0,-0.09,0,0,-0.1588889
3/3/2025,TD,418554,f4yPYKAVQkXBYsojBrTfjw,VI,USD,USD,1,4383826,115,115,115,-55.08384615,0,0,0,0,0,-0.10307692,0,0,59.81307693
3/3/2025,TD,418554,ksTz9KXYQ5WkRgJG3buzUQ,VI,USD,USD,1,4383826,10,10,10,-55.07098901,0,0,0,0,0,-0.10336996,0,0,-45.17435897
3/3/2025,TD,418554,JKQ1c601SxuNpNeM6MSRrw,VI,USD,USD,1,4383826,5,5,5,-55.07080267,0,0,0,0,0,-0.10341137,0,0,-50.17421404
3/3/2025,TD,418554,C8Wiea6UMtaig2pm5iL66T,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,Sgw2GWspTNeGJpvOPCMHIw,VI,USD,USD,1,4383826,155,155,155,-37.584,0,0,0,0,0,-0.104,0,0,117.312
3/3/2025,TD,418554,JEhCD9FPTNWU8LpbOZ3PqQ,VI,USD,USD,1,4383826,155,155,155,-3.06367021,0,0,0,0,0,-0.10425532,0,0,151.8320745
3/3/2025,TD,418554,XBTjvjq8XZZbdDESYElSD2,VI,USD,USD,1,4383826,0,0,0,-0.13666667,0,0,0,0,0,-0.2,0,0,-0.33666667
3/3/2025,TD,418554,HjZ5zRyOWXZDNFc4R4E85M,VI,USD,USD,1,4383826,100,100,100,-2.9747619,0,0,0,0,0,-0.10428571,0,0,96.92095239
3/3/2025,TD,418554,QiCcnbUAQeaoRc85R0YYOA,VI,USD,USD,1,4383826,10,10,10,-2.75876471,0,0,0,0,0,-0.10361765,0,0,7.13761764
3/3/2025,TD,418554,1wvZh6iiTjixF9wWH7kIQA,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,1002755341,VI,USD,USD,1,4383826,1.06,1.06,1.06,-12.983,0,0,0,0,0,-0.1035,0,0,-12.0265
3/3/2025,TD,418554,OzWtyzVuCiJI71gonq0Jy4,VI,USD,USD,1,4383826,18,18,18,-0.54352941,0,0,0,0,0,-0.10352941,0,0,17.35294118
3/3/2025,TD,418554,wP4mCmUJgVd2Cb5DeT1x2S,VI,USD,USD,1,4383826,100,100,100,-2.1205,0,0,0,0,0,-0.104375,0,0,97.775125
3/3/2025,TD,418554,LhaEKdGhTKyShtSpRrlyRw,VI,USD,USD,1,4383826,500,500,500,-40.87039683,0,0,0,0,0,-0.15444444,0,0,458.9751587
3/3/2025,TD,418554,t2UYrK99Q2mzQO7Oexphi2,VI,USD,USD,1,4383826,0,0,0,-0.20028011,0,0,0,0,0,-0.19340336,0,0,-0.39368347
3/3/2025,TD,418554,1000136061,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26525658,0,0,0,0,0,-0.10369212,0,0,0.6910513
3/3/2025,TD,418554,1008101868,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26525658,0,0,0,0,0,-0.10369212,0,0,0.6910513
3/3/2025,TD,418554,dPEerbWXTeKtk7szfKu7rQ,VI,USD,USD,1,4383826,5,5,5,-30.53582128,0,0,0,0,0,-0.10377447,0,0,-25.63959575
3/3/2025,TD,418554,1004055799,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08523556,0,0,0,0,0,-0.10386018,0,0,-6.12909574
3/3/2025,TD,418554,5pYW5646Cz8p8ngpPkt6oP,VI,USD,USD,1,4383826,100,100,100,-3.05283688,0,0,0,0,0,-0.10342199,0,0,96.84374113
3/3/2025,TD,418554,Ad0HEOvWRdXid6pcwvtjQQ,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,,VI,USD,USD,1,4383826,0,0,0,-0.89,0,0,0,0,0,-1.78,0,0,-2.67
3/3/2025,TD,418554,UKBYfwQXT5XBUew2oCAmYg,VI,USD,USD,1,4383826,0,0,0,-0.17083334,0,0,0,0,0,-0.05916667,0,0,-0.23000001
3/3/2025,TD,418554,kMk280mg2UOSHmmQG31Hv3,VI,USD,USD,1,4383826,18,18,18,-0.48047618,0,0,0,0,0,-0.10261904,0,0,17.41690478
3/3/2025,TD,418554,5y1bgrQ23VlPL3leWJ95I2,VI,USD,USD,1,4383826,0,0,0,-0.0688889,0,0,0,0,0,-0.09,0,0,-0.1588889
3/3/2025,TD,418554,OVaFoR9oS7CcYHYOlXxeIg,VI,USD,USD,1,4383826,10,10,10,-37.554,0,0,0,0,0,-0.044,0,0,-27.598
3/3/2025,TD,418554,lJL4h2nAT72HXzgtNKzDIQ,VI,USD,USD,1,4383826,10,10,10,-2.94642857,0,0,0,0,0,-0.04428571,0,0,7.00928572
3/3/2025,TD,418554,kUBB0P2XRJCZMagv1ZdK7g,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,NtfxPOC 418554 RFVI2,VI,USD,USD,1,4383826,-3.02,-3.02,-3.02,-0.02,0,0,0,0,0,-0.045,0,0,-3.085
3/3/2025,TD,418554,YtyQTS35LVia9rCtxYsXgo,VI,USD,USD,1,4383826,100,100,100,-37.5815,0,0,0,0,0,-0.104,0,0,62.3145
3/3/2025,TD,418554,024gDFgV78cu9cvGKMid37,VI,USD,USD,1,4383826,0,0,0,-0.04,0,0,0,0,0,-0.06,0,0,-0.1
3/3/2025,TD,418554,HvfXJJKYQWOXrBkrlbjKtw,VI,USD,USD,1,4383826,10,10,10,-28.32603174,0,0,0,0,0,-0.10371693,0,0,-18.42974867
3/3/2025,TD,418554,58YzIFDkHOyfGBQuvgKDC2,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,1007172622,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29070049,0,0,0,0,0,-0.10379227,0,0,0.66550724
3/3/2025,TD,418554,JgFsfdHBdd6o44Dw8uBiN3,VI,USD,USD,1,4383826,100,100,100,-3.05331307,0,0,0,0,0,-0.10425532,0,0,96.84243161
3/3/2025,TD,418554,C0YjuCptT5QIsYhGjei8P3,VI,USD,USD,1,4383826,0,0,0,-0.03555556,0,0,0,0,0,-0.06,0,0,-0.09555556
3/4/2025,TD,418554,G2tl9TaJSaCxeYAIxjLd12,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,sfafZw8XQHqdMPfIJgw9RA,VI,USD,USD,1,4383826,10,10,10,-52.33648571,0,0,0,0,0,-0.10388571,0,0,-42.44037142
3/3/2025,TD,418554,bxPc7yhpWLdfdBtNEzLTY,VI,USD,USD,1,4383826,10,10,10,-0.9575,0,0,0,0,0,-0.105,0,0,8.9375
3/3/2025,TD,418554,lZkZ5hIf00r2BMVtwb8lg3,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,1004456335,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547618,0,0,0,0,0,-0.10428571,0,0,0.69023811
3/3/2025,TD,418554,YITjirsZQmm88XzuauMthA,VI,USD,USD,1,4383826,100,100,100,-3.05309329,0,0,0,0,0,-0.10348609,0,0,96.84342062
3/3/2025,TD,418554,vtGxT87ZQLCPJFg59trWlQ,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,yXZrBJGcSgGCBXrHlqWuWg,VI,USD,USD,1,4383826,0,0,0,-0.18818182,0,0,0,0,0,-0.05909091,0,0,-0.24727273
3/3/2025,TD,418554,wXEzoHeoRZ2BN0X2pnLSWQ,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,Hn9Re44NQHuDSTeSxhnXYw,VI,USD,USD,1,4383826,10,10,10,-2.90199134,0,0,0,0,0,-0.10376623,0,0,6.99424243
3/3/2025,TD,418554,wxbmEfuaqedIT9eIZEg3ev,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,Y5pFJFzsTu6sD2U4JyUC5w,VI,USD,USD,1,4383826,0,0,0,-0.03428571,0,0,0,0,0,-0.06,0,0,-0.09428571
3/3/2025,TD,418554,195X7YjpQXCjapnJPXcN7g,VI,USD,USD,1,4383826,10,10,10,-2.90199134,0,0,0,0,0,-0.10388528,0,0,6.99412338
3/3/2025,TD,418554,nyXEf35bSriDiokYLK5J2w,VI,USD,USD,1,4383826,5,5,5,-40.75992064,0,0,0,0,0,-0.19730158,0,0,-35.95722222
3/3/2025,TD,418554,jwhY8jWWTtGxbqryci8LSw,VI,USD,USD,1,4383826,155,155,155,-2.91994653,0,0,0,0,0,-0.10320856,0,0,151.9768449
3/3/2025,TD,418554,1008658851,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26436507,0,0,0,0,0,-0.10373015,0,0,0.69190478
3/3/2025,TD,418554,WZyapZprSXacbjpYJWY7XQ,VI,USD,USD,1,4383826,5,5,5,-54.98546933,0,0,0,0,0,-0.1967447,0,0,-50.18221403
3/3/2025,TD,418554,1002779275,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,yue07emeRlXkKPYuxlgxnw,VI,USD,USD,1,4383826,5,5,5,-48.80825642,0,0,0,0,0,-0.1965641,0,0,-44.00482052
3/3/2025,TD,418554,W8L6RIYHTBS0toIKzYbBQw,VI,USD,USD,1,4383826,155,155,155,-55.15509615,0,0,0,0,0,-0.10342948,0,0,99.74147437
3/3/2025,TD,418554,DNEb4U1YsB75ihpBoBSD13,VI,USD,USD,1,4383826,10,10,10,-0.95,0,0,0,0,0,-0.105,0,0,8.945
3/3/2025,TD,418554,1002549278,VI,USD,USD,1,4383826,1940,1940,1940,-25.86525,0,0,0,0,0,-0.10358333,0,0,1914.031167
3/3/2025,TD,418554,1006283825,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.263875,0,0,0,0,0,-0.103375,0,0,0.69275
3/3/2025,TD,418554,Vn0MsT2EREavv2WofcPgew,VI,USD,USD,1,4383826,0,0,0,-0.04,0,0,0,0,0,-0.05923077,0,0,-0.09923077
3/3/2025,TD,418554,klS9kgHdQqyEICFEPV8d8g,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,e6JEGyibRrX2zfgYmtsjuQ,VI,USD,USD,1,4383826,0,0,0,-0.05692308,0,0,0,0,0,-0.11923077,0,0,-0.17615385
3/3/2025,TD,418554,1007299192,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29097827,0,0,0,0,0,-0.10434783,0,0,0.6646739
3/3/2025,TD,418554,aKxX6X8XRVioAqdVHGJ6PA,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,QaHzTunpQaa4pcI2D7vbIA,VI,USD,USD,1,4383826,130,130,130,-2.76176471,0,0,0,0,0,-0.10411765,0,0,127.1341176
3/3/2025,TD,418554,1003057515,VI,USD,USD,1,4383826,0,0,0,-0.06,0,0,0,0,0,-0.06,0,0,-0.12
3/3/2025,TD,418554,a830ttQEOqak1hBjE6TIar,VI,USD,USD,1,4383826,100,100,100,-30.536,0,0,0,0,0,-0.1038,0,0,69.3602
3/3/2025,TD,418554,DxjC0ZeFams8exvDi3LWa3,VI,USD,USD,1,4383826,0,0,0,-0.15,0,0,0,0,0,-0.2,0,0,-0.35
3/3/2025,TD,418554,rhkvzebhsUIyup8ftcR2mJ,VI,USD,USD,1,4383826,100,100,100,-3.36930526,0,0,0,0,0,-0.10381053,0,0,96.52688421
3/3/2025,TD,418554,fEYn2vyb8vpjk1poRpxBTv,VI,USD,USD,1,4383826,100,100,100,-30.53575652,0,0,0,0,0,-0.10376522,0,0,69.36047826
3/3/2025,TD,418554,tIScRpHuQH6vcFfFjhkAYQ,VI,USD,USD,1,4383826,10,10,10,-48.8917255,0,0,0,0,0,-0.10341176,0,0,-38.99513726
3/3/2025,TD,418554,1004181095,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.2650774,0,0,0,0,0,-0.10359133,0,0,0.69133127
3/3/2025,TD,418554,86VCfhUwxa0ThxHwgGgA38,VI,USD,USD,1,4383826,100,100,100,-2.90199134,0,0,0,0,0,-0.10388528,0,0,96.99412338
3/3/2025,TD,418554,isfcAPtZRGCl7KkExv1tpA,VI,USD,USD,1,4383826,155,155,155,-40.85039683,0,0,0,0,0,-0.10444444,0,0,114.0451587
3/3/2025,TD,418554,1006162636,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,1000178974,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26442308,0,0,0,0,0,-0.10298077,0,0,0.69259615
3/3/2025,TD,418554,FB86EHCPT52h1BJuijZeEw,VI,USD,USD,1,4383826,0,0,0,-0.06857144,0,0,0,0,0,-0.09,0,0,-0.15857144
3/3/2025,TD,418554,X96rMzUmShifv6npM9cWAg,VI,USD,USD,1,4383826,100,100,100,-2.901805,0,0,0,0,0,-0.10380764,0,0,96.99438736
3/3/2025,TD,418554,mm81ijOBQpWXAVB4TvNyFQ,VI,USD,USD,1,4383826,115,115,115,-40.84611112,0,0,0,0,0,-0.10444444,0,0,74.04944444
3/3/2025,TD,418554,qg17T5BYRX6w7GfmM4FOAA,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,415euo58SFmSXYJ8ghC3Eg,VI,USD,USD,1,4383826,155,155,155,-30.62005,0,0,0,0,0,-0.10378333,0,0,124.2761667
3/3/2025,TD,418554,eZF1EJOFS3iUrbMUtco0zw,VI,USD,USD,1,4383826,10,10,10,-30.536,0,0,0,0,0,-0.1038,0,0,-20.6398
3/3/2025,TD,418554,bXyFkBTFQqGr9aF5wEwjHQ,VI,USD,USD,1,4383826,500,500,500,-3.40210526,0,0,0,0,0,-0.1534413,0,0,496.4444534
3/3/2025,TD,418554,2tG2MkutRCavUESbskYVng,VI,USD,USD,1,4383826,10,10,10,-30.53582128,0,0,0,0,0,-0.10377447,0,0,-20.63959575
3/3/2025,TD,418554,8tWlLnBRTtisDrw4kmSr7A,VI,USD,USD,1,4383826,0,0,0,-0.04444444,0,0,0,0,0,-0.06,0,0,-0.10444444
3/3/2025,TD,418554,mzXtG5QZSmXMZDj4FaYdRg,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,1006933184,VI,USD,USD,1,4383826,1.06,1.06,1.06,-17.62532468,0,0,0,0,0,-0.10406926,0,0,-16.66939394
3/3/2025,TD,418554,Q4BO0I7C2kNZbjRMsMqkx6,VI,USD,USD,1,4383826,0,0,0,-0.065,0,0,0,0,0,-0.12,0,0,-0.185
3/3/2025,TD,418554,1TEnS1o7FZrshTR3G7I8cM,VI,USD,USD,1,4383826,100,100,100,-2.90199134,0,0,0,0,0,-0.10376623,0,0,96.99424243
3/3/2025,TD,418554,kLF0XGr2Kf7teDFnW3GUCd,VI,USD,USD,1,4383826,100,100,100,-3.36924812,0,0,0,0,0,-0.10373434,0,0,96.52701754
3/3/2025,TD,418554,8MYXctxcRHK46kyhkO3Y0w,VI,USD,USD,1,4383826,5,5,5,-54.98565567,0,0,0,0,0,-0.19682234,0,0,-50.18247801
3/3/2025,TD,418554,P1XpnUHWQqXIBwThRUXXoA,VI,USD,USD,1,4383826,130,130,130,-3.42961039,0,0,0,0,0,-0.10337662,0,0,126.467013
3/3/2025,TD,418554,4qBvckphkcZB0wHqnOiNY6,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,1000137547,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29035327,0,0,0,0,0,-0.10372283,0,0,0.6659239
3/3/2025,TD,418554,aQzV6AMUlJqrOKXc0DNXZ4,VI,USD,USD,1,4383826,0,0,0,-0.0688889,0,0,0,0,0,-0.09,0,0,-0.1588889
3/3/2025,TD,418554,LxSanUXoXS4sMX0sXgJ6VW,VI,USD,USD,1,4383826,100,100,100,-2.1225,0,0,0,0,0,-0.104375,0,0,97.773125
3/3/2025,TD,418554,V932fK0qIApBu9AsrdV117,VI,USD,USD,1,4383826,0,0,0,-0.05714285,0,0,0,0,0,-0.11928571,0,0,-0.17642856
3/3/2025,TD,418554,1001089158,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,smblocal483895,VI,USD,USD,1,4383826,0,0,0,-0.0575,0,0,0,0,0,-0.12,0,0,-0.1775
3/3/2025,TD,418554,1004200093,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26414286,0,0,0,0,0,-0.10352381,0,0,0.69233333
3/3/2025,TD,418554,xn9zSkpbT76LpsUVLqeZxw,VI,USD,USD,1,4383826,21000.2,21000.2,21000.2,-30.69698182,0,0,0,0,0,-0.10329091,0,0,20969.39973
3/3/2025,TD,418554,JRqjvDQtdk3ObZEWPbHDZe,VI,USD,USD,1,4383826,100,100,100,-30.53575652,0,0,0,0,0,-0.10376522,0,0,69.36047826
