Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=14:15:28
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Texte de la catégorie de frais","Texte de la sous-catégorie de frais","Texte du code de type d’action","Identificateur du barème des frais de service aux commerçants","Texte des frais","Code de qualification d’interchange","Quantité unitaire","Montant des frais de service","Montant de la transaction","Taux des frais","Total de frais","Taxe de vente","Impôt fédéral","Taxes provinciales","Total des frais après impôt"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MHB2","76","0.000000000","0.76000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MCSF","14","0.000400000","1400.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MM1","","0.000000000","-37151.38000000","0.00140000","-52.09999918","0.00000000","0.00000000","0.00000000","-52.09999918"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB2","6","0.000000000","-18.12000000","0.00600000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB2","","0.000000000","18.12000000","0.00140000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MSI","187","0.000000000","-2398.17000000","0.00004000","-0.27000000","0.00000000","0.00000000","0.00000000","-0.27000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB2","569","0.000000000","-940.68000000","0.01000000","-9.41999895","0.00000000","0.00000000","0.00000000","-9.41999895"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MHB2","76","0.002000000","-1.38000000","0.00000000","-0.13999999","0.00000000","0.00000000","0.00000000","-0.13999999"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","502","0.000000000","7.92000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","647","0.000000000","1603.65000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MTKV","","0.000000000","-171.64000000","0.00140000","-0.26999990","0.00000000","0.00000000","0.00000000","-0.26999990"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MHB2","28","0.000000000","8.74000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","1589","0.000000000","87110.65000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MTKV","53","0.000400000","171.64000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB2","569","0.002000000","-925.32000000","0.00000000","-1.05999793","0.00000000","0.00000000","0.00000000","-1.05999793"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB2","447","0.000000000","4.63000000","0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MRC2","","0.000000000","636.55000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MHB2","2","0.029500000","-3.39000000","0.00000000","-0.06000000","0.00000000","0.00000000","0.00000000","-0.06000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MIP","352","0.000000000","-9344.79000000","0.00004000","-0.38000045","0.00000000","0.00000000","0.00000000","-0.38000045"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MM1","326","0.000000000","-13071.24000000","0.00004000","-0.55999988","0.00000000","0.00000000","0.00000000","-0.55999988"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MIP","352","0.002000000","-9344.79000000","0.00000000","-0.68999991","0.00000000","0.00000000","0.00000000","-0.68999991"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","596","0.020000000","-2362.01000000","0.00000000","-11.92000000","0.00000000","0.00000000","0.00000000","-11.92000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MRD1","","0.000000000","6620.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB2","447","0.000000000","4.63000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","3003","0.020000000","-77781.50000000","0.00000000","-60.06000000","0.00000000","0.00000000","0.00000000","-60.06000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MIPU","","0.000000000","-170.00000000","0.00140000","-0.17000000","0.00000000","0.00000000","0.00000000","-0.17000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","504","0.029500000","-18.72000000","0.00000000","-15.11000001","0.00000000","0.00000000","0.00000000","-15.11000001"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MHB2","6","0.002000000","24.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MM1D","715","0.002000000","-25908.00000000","0.00000000","-1.19000104","0.00000000","0.00000000","0.00000000","-1.19000104"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MIPU","25","0.000000000","15.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MM1D","74","0.000000000","432.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MTKV","54","0.002000000","143.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MIPU","17","0.000000000","170.00000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MRC7","103","0.002000000","-687.49000000","0.00000000","-0.07000000","0.00000000","0.00000000","0.00000000","-0.07000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB2","6","0.002000000","18.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB2","6","0.000000000","-18.12000000","0.00850000","-0.18000000","0.00000000","0.00000000","0.00000000","-0.18000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","504","0.000000000","18.72000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MIPU","449","0.002000000","-1374.56000000","0.00000000","-0.89000114","0.00000000","0.00000000","0.00000000","-0.89000114"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB2","22","0.000000000","-348.80000000","0.00004000","-0.01999998","0.00000000","0.00000000","0.00000000","-0.01999998"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MM1","1210","0.000400000","-7229.34000000","0.00000000","-0.31000010","0.00000000","0.00000000","0.00000000","-0.31000010"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB2","","0.000000000","-925.32000000","0.00140000","-1.34999998","0.00000000","0.00000000","0.00000000","-1.34999998"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MSI","","0.000000000","-3733.80000000","0.00140000","-5.24000000","0.00000000","0.00000000","0.00000000","-5.24000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MHB2","","0.000000000","41.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MTKV","23","0.000000000","39.55000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MIPU","25","0.020000000","-15.05000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MM1D","","0.000000000","-28520.00000000","0.00140000","-39.80000118","0.00000000","0.00000000","0.00000000","-39.80000118"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Mastercard Frais NABU","MM1D","74","0.019500000","-432.00000000","0.00000000","-1.48000000","0.00000000","0.00000000","0.00000000","-1.48000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MHB2","25","0.000000000","0.13000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MSI","1","0.000000000","-141.47000000","0.00020000","-0.03000000","0.00000000","0.00000000","0.00000000","-0.03000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MSI","60","0.000400000","3733.80000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","757","0.020000000","-1763.12000000","0.00000000","-15.14000000","0.00000000","0.00000000","0.00000000","-15.14000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB4","198","0.000000000","-56897.56000000","0.00600000","-341.38000024","0.00000000","0.00000000","0.00000000","-341.38000024"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MHB2","6","0.020000000","-18.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MStd","2","0.000400000","200.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","3684","0.002000000","-8932.41000000","0.00000000","-6.13999708","0.00000000","0.00000000","0.00000000","-6.13999708"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","593","0.002000000","-3.79000000","0.00000000","-1.04999982","0.00000000","0.00000000","0.00000000","-1.04999982"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB2","450","0.000000000","-8.70000000","0.00850000","-0.13999896","0.00000000","0.00000000","0.00000000","-0.13999896"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MRC2","70","0.002000000","-543.19000000","0.00000000","-0.13999997","0.00000000","0.00000000","0.00000000","-0.13999997"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","613","0.020000000","-20.71000000","0.00000000","-12.26000000","0.00000000","0.00000000","0.00000000","-12.26000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MRC7","","0.000000000","253.43000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB2","","0.000000000","4.63000000","0.00140000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MRC7","76","0.002000000","-208.75000000","0.00000000","-0.13999999","0.00000000","0.00000000","0.00000000","-0.13999999"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MCSF","14","0.002000000","200.00000000","0.00000000","-0.01999998","0.00000000","0.00000000","0.00000000","-0.01999998"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MHB2","25","0.029500000","0.00000000","0.00000000","-0.75000000","0.00000000","0.00000000","0.00000000","-0.75000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MHB2","2","0.000000000","3.39000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","738","0.002000000","-648.88000000","0.00000000","-1.13000009","0.00000000","0.00000000","0.00000000","-1.13000009"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MM1D","715","0.000000000","-25600.00000000","0.00004000","-1.12000124","0.00000000","0.00000000","0.00000000","-1.12000124"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MM1","326","0.000400000","-10641.02000000","0.00000000","-0.13999938","0.00000000","0.00000000","0.00000000","-0.13999938"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MHB2","","0.000000000","133.07000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MRC2","37","0.002000000","-162.30000000","0.00000000","-0.06999999","0.00000000","0.00000000","0.00000000","-0.06999999"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MTKV","54","0.000400000","143.05000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","595","0.002000000","-4.81000000","0.00000000","-0.87999979","0.00000000","0.00000000","0.00000000","-0.87999979"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MM1","1210","0.000000000","-34309.38000000","0.00004000","-1.45999981","0.00000000","0.00000000","0.00000000","-1.45999981"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","486","0.000000000","2058.30000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MIPU","449","0.000000000","-1414.82000000","0.01000000","-14.09000144","0.00000000","0.00000000","0.00000000","-14.09000144"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MStd","2","0.002000000","200.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MSI","","0.000000000","-5055.00000000","0.00150000","-7.58000000","0.00000000","0.00000000","0.00000000","-7.58000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB2","22","0.000000000","-576.22000000","0.01000000","-5.76000002","0.00000000","0.00000000","0.00000000","-5.76000002"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MHB2","4","0.000000000","41.02000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB4","","0.000000000","-46627.56000000","0.00150000","-69.95000000","0.00000000","0.00000000","0.00000000","-69.95000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MHB2","","0.000000000","24.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MCSF","14","0.000000000","-1400.00000000","0.00004000","-0.05999998","0.00000000","0.00000000","0.00000000","-0.05999998"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MHB2","6","0.029500000","-18.12000000","0.00000000","-0.18000000","0.00000000","0.00000000","0.00000000","-0.18000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MM1","326","0.002000000","-13071.24000000","0.00000000","-0.69999918","0.00000000","0.00000000","0.00000000","-0.69999918"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MHB2","76","0.002000000","-0.68000000","0.00000000","-0.14999999","0.00000000","0.00000000","0.00000000","-0.14999999"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","3762","0.000000000","218687.81000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Autres frais","REMBOURSEMENT","29283915","Passerelle - frais de transaction","MRC7","6","0.000000000","600.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","613","0.000000000","20.71000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","757","0.000000000","1763.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Autres frais","VENTE","29283915","Passerelle - frais de transaction","MStd","2","0.000000000","200.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","596","0.000000000","2362.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","630","0.000000000","24391.49000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Autres frais","AUT.","29283915","Passerelle - frais de transaction","NONE","612","0.000000000","8.83000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MHB2","6","0.017500000","-24.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MIPU","17","0.017500000","-170.00000000","0.00000000","-0.34000000","0.00000000","0.00000000","0.00000000","-0.34000000"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MHB2","76","0.017500000","-133.07000000","0.00000000","-1.37000001","0.00000000","0.00000000","0.00000000","-1.37000001"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MHB2","76","0.017500000","-1.66000000","0.00000000","-1.38000001","0.00000000","0.00000000","0.00000000","-1.38000001"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB2","6","0.017500000","-18.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MRC2","37","0.017500000","-217.50000000","0.00000000","-0.67000001","0.00000000","0.00000000","0.00000000","-0.67000001"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MStd","2","0.017500000","-200.00000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","-0.04000000"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MRC2","70","0.017500000","-636.55000000","0.00000000","-1.26000003","0.00000000","0.00000000","0.00000000","-1.26000003"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MIP","352","0.017500000","-9344.79000000","0.00000000","-6.17000046","0.00000000","0.00000000","0.00000000","-6.17000046"
"Sommaires des frais","CLP","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MRC7","76","0.017500000","-253.43000000","0.00000000","-1.38000001","0.00000000","0.00000000","0.00000000","-1.38000001"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MHB2","4","0.017500000","-41.02000000","0.00000000","-0.07000001","0.00000000","0.00000000","0.00000000","-0.07000001"
"Sommaires des frais","COP","USD","MC","Frais de traitement","Frais de dépôt","REMBOURSEMENT","29283915","Frais de dépôt Frais","MHB2","76","0.017500000","-0.76000000","0.00000000","-1.37000001","0.00000000","0.00000000","0.00000000","-1.37000001"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB4","198","0.017500000","-56897.56000000","0.00000000","-3.58999986","0.00000000","0.00000000","0.00000000","-3.58999986"
"Sommaires des frais","PEN","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MSI","60","0.017500000","-3733.80000000","0.00000000","-1.06000000","0.00000000","0.00000000","0.00000000","-1.06000000"
"Sommaires des frais","USD","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MM1D","715","0.017500000","-28520.00000000","0.00000000","-12.94999939","0.00000000","0.00000000","0.00000000","-12.94999939"
"Sommaires des frais","ARS","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB2","450","0.017500000","-10.50000000","0.00000000","-7.96000001","0.00000000","0.00000000","0.00000000","-7.96000001"
"Sommaires des frais","MXN","USD","MC","Frais de traitement","Frais de dépôt","VENTE","29283915","Frais de dépôt Frais","MHB2","569","0.017500000","-944.52000000","0.00000000","-10.03999994","0.00000000","0.00000000","0.00000000","-10.03999994"
